-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1993 through 09/08/2026 in LST
Location: latitude  -67.6025   longitude 62.8739 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 253.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,MO,DY,T2M_MAX,T2M_MIN
2008,5,12,-16.1,-21.07
2008,5,13,-15.84,-19.27
2008,5,14,-17.57,-21.11
2008,5,15,-17.21,-30.81
2008,5,16,-23.41,-30.69
2008,5,17,-22.79,-27.74
2008,5,18,-18.46,-27.35
2008,5,19,-19.34,-25.93
2008,5,20,-24.32,-27.71
2008,5,21,-20.54,-24.89
2008,5,22,-20.6,-22.63
2008,5,23,-13.41,-19.96
2008,5,24,-15.86,-21.07
2008,5,25,-21.39,-23.47
2008,5,26,-15.21,-22.87
2008,5,27,-11.74,-17.91
2008,5,28,-11.97,-14.59
2008,5,29,-14.67,-18.25
2008,5,30,-14.97,-18.17
2008,5,31,-17.37,-24.67
2008,6,1,-25.04,-27.93
2008,6,2,-27.34,-30.44
2008,6,3,-29.59,-31.02
2008,6,4,-30.44,-31.98
2008,6,5,-24.45,-31.27
2008,6,6,-21.61,-25.55
2008,6,7,-22.25,-26.68
2008,6,8,-21.42,-24.96
2008,6,9,-22.17,-25.46
2008,6,10,-25.71,-28.13
2008,6,11,-23.99,-27.38
2008,6,12,-22.74,-27.15
2008,6,13,-19.54,-23.51
2008,6,14,-21.29,-25.44
2008,6,15,-24.06,-25.59
2008,6,16,-25.18,-28.75
2008,6,17,-26.29,-28.83
2008,6,18,-24.78,-28.08
2008,6,19,-21.76,-25.41
2008,6,20,-23.28,-26.31
2008,6,21,-19.25,-23.25
2008,6,22,-21.29,-24.67
2008,6,23,-21.04,-26.79
2008,6,24,-26.5,-29.9
2008,6,25,-25.09,-30.94
2008,6,26,-15.13,-24.29
2008,6,27,-15.0,-22.01
2008,6,28,-20.98,-24.17
2008,6,29,-16.87,-20.81
2008,6,30,-16.89,-18.3
2008,7,1,-16.98,-19.87
2008,7,2,-20.03,-23.88
2008,7,3,-22.88,-26.49
2008,7,4,-25.14,-27.6
2008,7,5,-26.03,-26.94
2008,7,6,-22.22,-26.68
2008,7,7,-21.12,-23.41
2008,7,8,-23.79,-27.47
2008,7,9,-20.19,-25.76
2008,7,10,-16.57,-20.2
2008,7,11,-10.93,-16.39
2008,7,12,-10.93,-15.16
2008,7,13,-12.5,-14.69
2008,7,14,-13.22,-14.59
2008,7,15,-14.94,-24.45
2008,7,16,-20.34,-25.77
2008,7,17,-17.27,-20.05
2008,7,18,-12.45,-17.11
2008,7,19,-16.58,-18.34
2008,7,20,-16.89,-19.53
2008,7,21,-18.26,-20.49
2008,7,22,-17.49,-18.88
2008,7,23,-16.55,-19.41
2008,7,24,-19.79,-23.13
2008,7,25,-23.04,-24.87
2008,7,26,-19.52,-22.32
2008,7,27,-12.23,-19.31
2008,7,28,-10.8,-12.68
2008,7,29,-11.96,-15.22
2008,7,30,-12.97,-14.19
2008,7,31,-14.14,-16.93
2008,8,1,-17.38,-19.52
2008,8,2,-19.81,-24.91
2008,8,3,-25.01,-27.52
2008,8,4,-23.68,-27.92
2008,8,5,-17.51,-23.07
2008,8,6,-18.75,-23.27
2008,8,7,-18.15,-24.49
2008,8,8,-15.06,-18.13
2008,8,9,-15.45,-19.54
2008,8,10,-16.64,-18.82
2008,8,11,-17.75,-23.21
2008,8,12,-22.62,-24.89
2008,8,13,-20.45,-25.12
2008,8,14,-22.72,-25.5
2008,8,15,-17.84,-22.54
2008,8,16,-19.3,-23.23
2008,8,17,-20.2,-23.38
2008,8,18,-23.99,-27.51
2008,8,19,-23.93,-27.9
2008,8,20,-23.9,-27.38
2008,8,21,-27.03,-30.1
2008,8,22,-23.87,-27.33
2008,8,23,-27.07,-33.26
2008,8,24,-32.11,-34.52
2008,8,25,-28.55,-34.17
2008,8,26,-26.43,-31.96
2008,8,27,-26.18,-29.83
2008,8,28,-26.49,-29.24
2008,8,29,-28.72,-32.17
2008,8,30,-25.82,-30.66
2008,8,31,-22.89,-25.75
2008,9,1,-15.87,-22.88
2008,9,2,-15.45,-19.95
2008,9,3,-18.2,-26.54
2008,9,4,-20.25,-28.14
2008,9,5,-19.97,-23.93
2008,9,6,-20.36,-24.9
2008,9,7,-22.9,-26.69
2008,9,8,-24.99,-28.21
2008,9,9,-23.58,-28.8
2008,9,10,-23.41,-28.28
2008,9,11,-24.34,-29.88
2008,9,12,-22.51,-27.65
2008,9,13,-22.03,-27.59
2008,9,14,-22.58,-25.94
2008,9,15,-23.84,-27.01
2008,9,16,-19.85,-24.34
2008,9,17,-19.42,-25.54
2008,9,18,-21.03,-26.19
2008,9,19,-22.67,-27.21
2008,9,20,-12.72,-23.53
2008,9,21,-10.59,-17.56
2008,9,22,-16.33,-22.31
2008,9,23,-17.31,-22.54
2008,9,24,-15.06,-17.54
2008,9,25,-18.42,-21.32
2008,9,26,-17.57,-22.03
2008,9,27,-19.05,-25.56
2008,9,28,-15.99,-18.97
2008,9,29,-13.98,-18.49
2008,9,30,-17.15,-22.02
2008,10,1,-21.21,-26.75
2008,10,2,-22.8,-27.03
2008,10,3,-17.58,-25.26
2008,10,4,-15.65,-23.54
2008,10,5,-17.43,-22.59
2008,10,6,-18.38,-23.64
2008,10,7,-15.61,-21.43
2008,10,8,-14.25,-20.48
2008,10,9,-16.16,-21.6
2008,10,10,-16.76,-24.38
2008,10,11,-19.23,-26.09
2008,10,12,-19.13,-26.76
2008,10,13,-22.63,-28.47
2008,10,14,-23.44,-30.34
2008,10,15,-18.87,-29.11
2008,10,16,-19.01,-24.61
2008,10,17,-18.99,-26.08
2008,10,18,-15.63,-20.11
2008,10,19,-11.28,-20.57
2008,10,20,-12.75,-18.32
2008,10,21,-14.28,-19.66
2008,10,22,-13.5,-20.65
2008,10,23,-14.17,-21.47
2008,10,24,-14.67,-23.07
2008,10,25,-15.5,-22.37
2008,10,26,-14.81,-21.09
2008,10,27,-15.4,-22.06
2008,10,28,-14.65,-22.68
2008,10,29,-10.61,-18.5
2008,10,30,-11.81,-17.98
2008,10,31,-14.01,-20.1
2008,11,1,-15.17,-21.42
2008,11,2,-14.8,-22.42
2008,11,3,-6.41,-19.44
2008,11,4,-5.98,-10.35
2008,11,5,-6.29,-13.66
2008,11,6,-10.86,-17.29
2008,11,7,-10.44,-17.25
2008,11,8,-10.6,-17.03
2008,11,9,-10.2,-14.79
2008,11,10,-7.0,-14.38
2008,11,11,-7.89,-16.43
2008,11,12,-7.95,-15.99
2008,11,13,-7.94,-14.35
2008,11,14,-6.41,-15.44
2008,11,15,-3.62,-13.23
2008,11,16,-5.99,-13.34
2008,11,17,-5.25,-10.96
2008,11,18,-6.29,-10.42
2008,11,19,-5.22,-10.08
2008,11,20,-6.76,-13.92
2008,11,21,-6.33,-14.45
2008,11,22,-6.06,-11.01
2008,11,23,-3.79,-10.6
2008,11,24,-2.4,-9.02
2008,11,25,-1.76,-6.4
2008,11,26,-1.23,-6.62
2008,11,27,-4.35,-10.96
2008,11,28,-5.07,-12.96
2008,11,29,-5.33,-11.33
2008,11,30,-3.18,-8.03
2008,12,1,-4.72,-7.7
2008,12,2,-2.85,-5.23
2008,12,3,-1.96,-5.94
2008,12,4,-2.01,-5.95
2008,12,5,-2.15,-6.03
2008,12,6,-2.86,-6.83
2008,12,7,-1.66,-3.77
2008,12,8,-0.89,-4.02
2008,12,9,-2.36,-6.55
2008,12,10,-2.84,-5.99
2008,12,11,-4.07,-7.43
2008,12,12,-2.32,-4.84
2008,12,13,-2.09,-4.85
2008,12,14,-2.63,-5.82
2008,12,15,-4.04,-7.41
2008,12,16,-3.53,-8.46
2008,12,17,-3.28,-8.08
2008,12,18,-3.09,-9.08
2008,12,19,-3.51,-11.03
2008,12,20,-2.17,-7.6
2008,12,21,-1.36,-8.91
2008,12,22,-0.8,-6.97
2008,12,23,-0.74,-5.67
2008,12,24,-1.19,-6.99
2008,12,25,-1.32,-8.51
2008,12,26,0.31,-4.88
2008,12,27,-0.41,-4.1
2008,12,28,0.48,-4.33
2008,12,29,-0.41,-5.85
2008,12,30,-1.18,-6.52
2008,12,31,-2.56,-8.04
2009,1,1,-2.68,-8.57
2009,1,2,-2.88,-8.64
2009,1,3,-2.82,-7.7
2009,1,4,-1.89,-6.61
2009,1,5,-1.48,-7.38
2009,1,6,-2.31,-6.85
2009,1,7,-2.49,-8.84
2009,1,8,-2.41,-8.56
2009,1,9,-2.04,-8.69
2009,1,10,-2.76,-8.4
2009,1,11,-3.02,-5.27
2009,1,12,-3.41,-4.48
2009,1,13,-1.77,-3.32
2009,1,14,-1.13,-6.66
2009,1,15,-1.06,-7.1
2009,1,16,-2.2,-5.98
2009,1,17,-2.81,-6.83
2009,1,18,-4.2,-8.45
2009,1,19,-3.5,-8.88
2009,1,20,-4.4,-8.92
2009,1,21,-3.74,-8.09
2009,1,22,-3.5,-7.68
2009,1,23,-2.93,-8.69
2009,1,24,-3.61,-6.7
2009,1,25,-4.61,-8.46
2009,1,26,-3.5,-9.06
2009,1,27,-1.71,-6.65
2009,1,28,-1.23,-5.92
2009,1,29,0.13,-2.9
2009,1,30,0.64,-2.64
2009,1,31,0.56,-3.71
2009,2,1,-1.95,-5.32
2009,2,2,-3.05,-5.61
2009,2,3,-2.37,-6.43
2009,2,4,-3.74,-5.17
2009,2,5,-0.99,-4.8
2009,2,6,-1.43,-3.5
2009,2,7,-4.16,-7.26
2009,2,8,-2.58,-6.8
2009,2,9,-2.98,-8.87
2009,2,10,-5.78,-10.45
2009,2,11,-5.72,-8.97
2009,2,12,-3.83,-6.87
2009,2,13,-2.97,-5.7
2009,2,14,-6.35,-9.25
2009,2,15,-6.57,-9.97
2009,2,16,-7.37,-10.96
2009,2,17,-6.1,-11.19
2009,2,18,-5.52,-7.63
2009,2,19,-4.72,-10.61
2009,2,20,-6.04,-10.67
2009,2,21,-2.83,-7.1
2009,2,22,-2.02,-6.6
2009,2,23,-5.75,-7.67
2009,2,24,-4.5,-5.37
2009,2,25,-4.46,-8.45
2009,2,26,-8.3,-10.94
2009,2,27,-8.31,-11.1
2009,2,28,-5.88,-9.71
2009,3,1,-5.27,-8.26
2009,3,2,-4.53,-8.35
2009,3,3,-6.33,-8.89
2009,3,4,-7.16,-8.56
2009,3,5,-6.99,-8.81
2009,3,6,-8.28,-11.63
2009,3,7,-10.11,-13.02
2009,3,8,-8.89,-12.89
2009,3,9,-7.45,-9.6
2009,3,10,-10.16,-12.99
2009,3,11,-11.9,-14.17
2009,3,12,-10.42,-13.92
2009,3,13,-13.98,-17.02
2009,3,14,-10.48,-15.33
2009,3,15,-9.13,-12.2
2009,3,16,-12.1,-14.11
2009,3,17,-8.61,-13.8
2009,3,18,-8.44,-13.47
2009,3,19,-10.73,-12.9
2009,3,20,-6.84,-11.0
2009,3,21,-8.33,-11.44
2009,3,22,-9.47,-11.7
2009,3,23,-8.71,-13.87
2009,3,24,-12.83,-17.04
2009,3,25,-14.46,-18.63
2009,3,26,-13.72,-17.9
2009,3,27,-13.6,-17.7
2009,3,28,-16.15,-20.21
2009,3,29,-18.52,-20.58
2009,3,30,-15.75,-19.45
2009,3,31,-14.44,-15.84
2009,4,1,-13.66,-16.6
2009,4,2,-16.93,-20.03
2009,4,3,-17.3,-19.4
2009,4,4,-16.92,-21.34
2009,4,5,-21.66,-25.55
2009,4,6,-22.1,-25.79
2009,4,7,-22.11,-25.65
2009,4,8,-21.01,-23.99
2009,4,9,-19.28,-24.89
2009,4,10,-13.96,-18.85
2009,4,11,-14.71,-20.12
2009,4,12,-14.21,-21.53
2009,4,13,-10.8,-14.31
2009,4,14,-10.99,-14.56
2009,4,15,-13.66,-14.7
2009,4,16,-11.76,-14.17
2009,4,17,-13.16,-16.71
2009,4,18,-17.11,-19.84
2009,4,19,-19.88,-22.74
2009,4,20,-23.0,-25.23
2009,4,21,-23.05,-26.5
2009,4,22,-21.59,-23.2
2009,4,23,-19.53,-27.05
2009,4,24,-21.78,-25.2
2009,4,25,-25.37,-27.5
2009,4,26,-22.52,-27.14
2009,4,27,-19.25,-22.99
2009,4,28,-13.83,-21.87
2009,4,29,-14.03,-15.79
2009,4,30,-12.66,-20.14
2009,5,1,-20.05,-23.48
2009,5,2,-20.44,-22.67
2009,5,3,-22.57,-24.45
2009,5,4,-21.31,-23.54
2009,5,5,-20.6,-24.7
2009,5,6,-19.85,-22.83
2009,5,7,-21.55,-23.53
2009,5,8,-20.34,-22.04
2009,5,9,-16.54,-21.41
2009,5,10,-15.85,-19.88
2009,5,11,-20.35,-23.53
2009,5,12,-23.58,-26.74
2009,5,13,-26.06,-27.77
2009,5,14,-19.8,-26.55
2009,5,15,-12.85,-21.67
2009,5,16,-11.47,-13.16
2009,5,17,-12.9,-17.62
2009,5,18,-15.66,-17.99
2009,5,19,-14.19,-16.83
2009,5,20,-12.15,-14.58
2009,5,21,-10.54,-13.86
2009,5,22,-9.48,-11.54
2009,5,23,-9.59,-16.68
2009,5,24,-16.85,-27.45
2009,5,25,-11.41,-26.69
2009,5,26,-11.49,-15.02
2009,5,27,-13.49,-16.03
2009,5,28,-14.97,-25.73
2009,5,29,-16.94,-25.66
2009,5,30,-17.89,-20.39
2009,5,31,-17.01,-21.0
2009,6,1,-20.1,-23.16
2009,6,2,-17.46,-23.68
2009,6,3,-23.41,-27.34
2009,6,4,-20.45,-24.73
2009,6,5,-19.65,-20.36
2009,6,6,-16.4,-19.8
2009,6,7,-15.83,-17.21
2009,6,8,-17.09,-24.17
2009,6,9,-16.37,-22.61
2009,6,10,-15.22,-19.55
2009,6,11,-16.68,-20.18
2009,6,12,-14.56,-18.71
2009,6,13,-9.8,-19.38
2009,6,14,-8.95,-12.31
2009,6,15,-12.44,-19.49
2009,6,16,-13.44,-19.43
2009,6,17,-11.95,-14.43
2009,6,18,-13.58,-15.82
2009,6,19,-12.31,-13.36
2009,6,20,-12.85,-18.31
2009,6,21,-18.91,-27.58
2009,6,22,-16.8,-28.13
2009,6,23,-13.68,-18.96
2009,6,24,-19.55,-23.92
2009,6,25,-20.66,-23.84
2009,6,26,-15.54,-20.6
2009,6,27,-14.3,-17.11
2009,6,28,-9.58,-14.23
2009,6,29,-9.78,-15.57
2009,6,30,-15.7,-22.2
2009,7,1,-22.4,-25.11
2009,7,2,-25.29,-27.33
2009,7,3,-23.0,-29.27
2009,7,4,-17.5,-22.73
2009,7,5,-13.45,-18.5
2009,7,6,-13.57,-19.51
2009,7,7,-15.54,-18.44
2009,7,8,-15.66,-19.19
2009,7,9,-19.01,-23.28
2009,7,10,-15.59,-23.54
2009,7,11,-23.33,-26.78
2009,7,12,-11.61,-24.52
2009,7,13,-11.39,-13.66
2009,7,14,-11.78,-16.47
2009,7,15,-12.0,-15.03
2009,7,16,-10.68,-14.61
2009,7,17,-13.87,-20.7
2009,7,18,-14.97,-20.01
2009,7,19,-10.82,-15.05
2009,7,20,-15.68,-23.01
2009,7,21,-14.52,-20.02
2009,7,22,-14.08,-19.97
2009,7,23,-20.15,-22.77
2009,7,24,-16.02,-22.18
2009,7,25,-14.89,-17.49
2009,7,26,-12.87,-16.61
2009,7,27,-12.58,-15.8
2009,7,28,-16.18,-24.19
2009,7,29,-20.77,-25.02
2009,7,30,-15.93,-20.43
2009,7,31,-15.89,-17.55
2009,8,1,-15.81,-17.05
2009,8,2,-15.33,-20.23
2009,8,3,-21.05,-24.43
2009,8,4,-24.8,-27.48
2009,8,5,-27.18,-30.05
2009,8,6,-21.95,-28.34
2009,8,7,-21.14,-24.14
2009,8,8,-23.78,-27.28
2009,8,9,-26.32,-30.16
2009,8,10,-26.05,-29.59
2009,8,11,-26.89,-29.32
2009,8,12,-25.68,-29.38
2009,8,13,-16.6,-25.83
2009,8,14,-13.47,-20.2
2009,8,15,-18.13,-21.0
2009,8,16,-17.0,-21.2
2009,8,17,-15.25,-18.14
2009,8,18,-14.95,-20.43
2009,8,19,-17.0,-24.64
2009,8,20,-23.05,-28.1
2009,8,21,-25.5,-30.4
2009,8,22,-23.19,-25.66
2009,8,23,-23.62,-25.83
2009,8,24,-25.17,-28.37
2009,8,25,-23.31,-28.58
2009,8,26,-19.79,-22.88
2009,8,27,-14.24,-19.65
2009,8,28,-14.0,-18.74
2009,8,29,-19.74,-23.98
2009,8,30,-23.26,-27.6
2009,8,31,-22.79,-27.54
2009,9,1,-23.13,-25.66
2009,9,2,-21.11,-23.11
2009,9,3,-21.13,-24.39
2009,9,4,-21.09,-24.85
2009,9,5,-15.44,-21.29
2009,9,6,-16.02,-20.35
2009,9,7,-20.92,-24.89
2009,9,8,-24.49,-28.09
2009,9,9,-24.89,-29.02
2009,9,10,-17.38,-24.08
2009,9,11,-13.01,-17.17
2009,9,12,-12.21,-16.19
2009,9,13,-11.58,-14.6
2009,9,14,-9.37,-14.49
2009,9,15,-12.06,-16.59
2009,9,16,-12.19,-16.39
2009,9,17,-14.58,-16.83
2009,9,18,-12.24,-16.88
2009,9,19,-13.0,-13.95
2009,9,20,-13.31,-14.7
2009,9,21,-14.93,-20.99
2009,9,22,-21.3,-27.28
2009,9,23,-24.83,-29.45
2009,9,24,-23.49,-29.37
2009,9,25,-19.04,-23.63
2009,9,26,-18.62,-24.26
2009,9,27,-17.43,-22.88
2009,9,28,-16.61,-22.86
2009,9,29,-18.21,-23.96
2009,9,30,-18.89,-23.5
2009,10,1,-18.38,-23.35
2009,10,2,-16.13,-22.26
2009,10,3,-17.07,-22.23
2009,10,4,-16.48,-22.16
2009,10,5,-19.21,-24.15
2009,10,6,-22.11,-27.25
2009,10,7,-20.65,-27.22
2009,10,8,-18.5,-24.25
2009,10,9,-16.35,-22.9
2009,10,10,-15.29,-20.68
2009,10,11,-10.79,-18.05
2009,10,12,-8.01,-16.22
2009,10,13,-6.97,-13.61
2009,10,14,-11.29,-17.38
2009,10,15,-12.23,-18.62
2009,10,16,-12.81,-19.13
2009,10,17,-11.53,-20.04
2009,10,18,-11.4,-18.59
2009,10,19,-11.8,-19.57
2009,10,20,-15.34,-21.0
2009,10,21,-14.19,-21.65
2009,10,22,-13.6,-19.78
2009,10,23,-15.08,-20.49
2009,10,24,-16.04,-21.85
2009,10,25,-13.22,-22.57
2009,10,26,-11.12,-16.41
2009,10,27,-12.75,-19.05
2009,10,28,-9.14,-15.21
2009,10,29,-11.07,-17.57
2009,10,30,-12.11,-16.27
2009,10,31,-8.74,-16.32
2009,11,1,-10.36,-18.21
2009,11,2,-10.2,-16.81
2009,11,3,-8.04,-14.21
2009,11,4,-10.22,-15.44
2009,11,5,-12.89,-19.57
2009,11,6,-14.29,-21.19
2009,11,7,-12.86,-22.86
2009,11,8,-12.04,-22.01
2009,11,9,-6.03,-18.95
2009,11,10,-5.64,-11.78
2009,11,11,-7.11,-13.19
2009,11,12,-7.14,-12.36
2009,11,13,-5.33,-13.47
2009,11,14,-8.99,-16.0
2009,11,15,-5.42,-14.17
2009,11,16,-5.95,-13.87
2009,11,17,-4.42,-9.68
2009,11,18,-3.99,-10.18
2009,11,19,-4.56,-11.34
2009,11,20,-5.08,-9.66
2009,11,21,-5.65,-8.74
2009,11,22,-4.78,-7.48
2009,11,23,-3.98,-7.78
2009,11,24,-6.21,-7.56
2009,11,25,-2.59,-7.25
2009,11,26,-2.5,-8.72
2009,11,27,-4.08,-10.97
2009,11,28,-2.3,-10.93
2009,11,29,-2.77,-9.34
2009,11,30,-2.64,-8.81
2009,12,1,-1.97,-8.76
2009,12,2,-2.31,-9.16
2009,12,3,-3.66,-11.44
2009,12,4,-4.82,-10.36
2009,12,5,-3.84,-9.75
2009,12,6,-3.64,-7.68
2009,12,7,-2.16,-4.52
2009,12,8,-1.64,-4.02
2009,12,9,-0.22,-4.83
2009,12,10,-2.14,-6.55
2009,12,11,-1.95,-7.53
2009,12,12,-2.49,-8.13
2009,12,13,-3.08,-8.74
2009,12,14,-2.62,-6.6
2009,12,15,-2.99,-7.76
2009,12,16,-3.7,-6.87
2009,12,17,-1.64,-7.79
2009,12,18,-1.93,-9.73
2009,12,19,-4.56,-10.31
2009,12,20,-4.09,-11.0
2009,12,21,-3.56,-9.13
2009,12,22,-3.69,-10.37
2009,12,23,-2.48,-7.35
2009,12,24,-1.85,-6.39
2009,12,25,-3.12,-7.7
2009,12,26,-3.19,-9.13
2009,12,27,-3.45,-10.61
2009,12,28,-2.98,-10.09
2009,12,29,-2.78,-10.07
2009,12,30,-1.6,-9.07
2009,12,31,-0.62,-7.27
2010,1,1,0.45,-6.56
2010,1,2,-0.71,-7.65
2010,1,3,-1.68,-8.68
2010,1,4,-2.14,-8.37
2010,1,5,-1.08,-8.92
2010,1,6,0.08,-4.78
2010,1,7,0.0,-5.27
2010,1,8,-1.56,-7.13
2010,1,9,-1.38,-7.64
2010,1,10,-1.44,-6.96
2010,1,11,-1.02,-5.14
2010,1,12,-2.29,-6.62
2010,1,13,-0.3,-4.42
2010,1,14,-0.69,-2.55
2010,1,15,-0.24,-2.98
2010,1,16,-1.47,-4.29
2010,1,17,-0.31,-3.17
2010,1,18,-1.6,-5.33
2010,1,19,-1.45,-6.86
2010,1,20,-0.23,-6.49
2010,1,21,0.2,-4.77
2010,1,22,-1.02,-5.17
2010,1,23,-1.1,-4.16
2010,1,24,-0.99,-3.68
2010,1,25,-1.03,-4.65
2010,1,26,-0.85,-5.54
2010,1,27,-1.19,-3.28
2010,1,28,0.27,-3.16
2010,1,29,-1.39,-5.08
2010,1,30,-2.38,-6.61
2010,1,31,-2.63,-7.27
2010,2,1,-2.56,-7.12
2010,2,2,-1.55,-6.63
2010,2,3,-2.61,-6.85
2010,2,4,-3.17,-7.75
2010,2,5,-3.31,-8.29
2010,2,6,-3.73,-7.79
2010,2,7,-2.7,-6.33
2010,2,8,-1.58,-7.28
2010,2,9,-2.22,-7.25
2010,2,10,-2.23,-6.5
2010,2,11,-2.84,-8.17
2010,2,12,-1.38,-8.21
2010,2,13,-1.85,-5.93
2010,2,14,-1.92,-3.79
2010,2,15,-3.33,-6.05
2010,2,16,-4.95,-8.58
2010,2,17,-6.14,-10.68
2010,2,18,-4.42,-7.32
2010,2,19,-4.34,-7.17
2010,2,20,-4.35,-8.16
2010,2,21,-6.37,-10.4
2010,2,22,-7.79,-11.83
2010,2,23,-8.89,-12.76
2010,2,24,-8.48,-12.76
2010,2,25,-8.69,-13.15
2010,2,26,-10.24,-11.45
2010,2,27,-6.49,-10.37
2010,2,28,-8.06,-11.17
2010,3,1,-6.2,-11.66
2010,3,2,-5.6,-9.87
2010,3,3,-4.98,-8.25
2010,3,4,-6.48,-10.73
2010,3,5,-9.36,-13.6
2010,3,6,-9.76,-14.45
2010,3,7,-9.06,-12.6
2010,3,8,-10.35,-13.5
2010,3,9,-11.3,-14.69
2010,3,10,-5.83,-12.3
2010,3,11,-9.53,-12.74
2010,3,12,-11.95,-16.15
2010,3,13,-13.7,-16.46
2010,3,14,-10.74,-16.63
2010,3,15,-9.25,-13.14
2010,3,16,-8.54,-12.6
2010,3,17,-9.54,-12.51
2010,3,18,-7.4,-13.05
2010,3,19,-6.99,-8.28
2010,3,20,-8.08,-9.48
2010,3,21,-8.09,-11.9
2010,3,22,-9.9,-13.24
2010,3,23,-11.09,-12.98
2010,3,24,-12.88,-16.43
2010,3,25,-13.92,-17.91
2010,3,26,-11.32,-14.42
2010,3,27,-14.13,-18.02
2010,3,28,-18.43,-21.41
2010,3,29,-16.18,-21.56
2010,3,30,-13.36,-17.08
2010,3,31,-14.19,-17.63
2010,4,1,-15.81,-18.94
2010,4,2,-18.77,-22.54
2010,4,3,-19.52,-22.91
2010,4,4,-18.27,-22.71
2010,4,5,-12.92,-20.38
2010,4,6,-11.1,-14.94
2010,4,7,-15.28,-19.91
2010,4,8,-20.39,-22.26
2010,4,9,-19.39,-22.32
2010,4,10,-18.94,-23.62
2010,4,11,-13.49,-18.9
2010,4,12,-13.42,-15.6
2010,4,13,-15.21,-20.82
2010,4,14,-15.14,-15.92
2010,4,15,-14.26,-15.15
2010,4,16,-15.08,-17.61
2010,4,17,-17.67,-24.18
2010,4,18,-24.34,-27.81
2010,4,19,-26.35,-28.73
2010,4,20,-25.75,-30.07
2010,4,21,-24.34,-28.48
2010,4,22,-17.65,-23.76
2010,4,23,-20.33,-24.25
2010,4,24,-16.44,-23.88
2010,4,25,-18.17,-21.12
2010,4,26,-14.36,-19.82
2010,4,27,-12.87,-14.8
2010,4,28,-14.79,-22.96
2010,4,29,-23.29,-26.29
2010,4,30,-20.68,-27.11
2010,5,1,-20.67,-22.69
2010,5,2,-22.91,-26.05
2010,5,3,-25.52,-28.55
2010,5,4,-16.61,-24.13
2010,5,5,-13.92,-16.6
2010,5,6,-15.4,-19.06
2010,5,7,-19.51,-27.1
2010,5,8,-27.27,-29.41
2010,5,9,-26.23,-27.78
2010,5,10,-26.5,-27.7
2010,5,11,-22.95,-27.54
2010,5,12,-17.28,-23.61
2010,5,13,-15.41,-17.33
2010,5,14,-16.89,-22.02
2010,5,15,-16.76,-22.42
2010,5,16,-15.44,-17.45
2010,5,17,-17.74,-23.63
2010,5,18,-22.24,-26.23
2010,5,19,-18.64,-21.8
2010,5,20,-18.26,-19.15
2010,5,21,-17.48,-22.36
2010,5,22,-22.8,-28.18
2010,5,23,-18.31,-28.06
2010,5,24,-14.58,-18.01
2010,5,25,-16.23,-18.94
2010,5,26,-18.45,-20.56
2010,5,27,-20.21,-25.44
2010,5,28,-22.65,-28.01
2010,5,29,-15.15,-22.11
2010,5,30,-15.22,-19.45
2010,5,31,-17.99,-22.44
2010,6,1,-22.27,-25.01
2010,6,2,-23.9,-25.83
2010,6,3,-24.71,-29.85
2010,6,4,-29.6,-30.58
2010,6,5,-26.33,-29.99
2010,6,6,-21.67,-26.4
2010,6,7,-13.21,-22.38
2010,6,8,-13.87,-19.01
2010,6,9,-19.4,-23.72
2010,6,10,-21.23,-22.79
2010,6,11,-15.71,-23.17
2010,6,12,-11.35,-17.32
2010,6,13,-13.15,-19.88
2010,6,14,-16.86,-20.65
2010,6,15,-20.79,-26.29
2010,6,16,-23.88,-27.2
2010,6,17,-26.44,-28.04
2010,6,18,-26.83,-28.52
2010,6,19,-27.32,-28.44
2010,6,20,-27.68,-28.66
2010,6,21,-27.55,-28.54
2010,6,22,-19.18,-27.62
2010,6,23,-15.39,-18.7
2010,6,24,-12.76,-15.05
2010,6,25,-14.26,-20.19
2010,6,26,-20.0,-22.43
2010,6,27,-15.76,-19.63
2010,6,28,-16.04,-24.49
2010,6,29,-22.22,-26.58
2010,6,30,-21.25,-24.52
2010,7,1,-23.84,-25.86
2010,7,2,-26.22,-31.09
2010,7,3,-31.08,-33.08
2010,7,4,-29.44,-32.29
2010,7,5,-31.61,-33.49
2010,7,6,-29.73,-31.62
2010,7,7,-22.7,-31.04
2010,7,8,-16.51,-23.3
2010,7,9,-18.47,-24.84
2010,7,10,-14.73,-26.33
2010,7,11,-14.2,-16.06
2010,7,12,-16.25,-21.3
2010,7,13,-21.25,-26.0
2010,7,14,-20.82,-25.45
2010,7,15,-23.9,-27.97
2010,7,16,-25.64,-28.74
2010,7,17,-24.93,-27.54
2010,7,18,-24.47,-27.76
2010,7,19,-20.35,-26.4
2010,7,20,-23.94,-27.83
2010,7,21,-27.74,-32.51
2010,7,22,-31.17,-32.53
2010,7,23,-24.87,-30.04
2010,7,24,-23.86,-27.04
2010,7,25,-27.48,-29.48
2010,7,26,-29.69,-30.88
2010,7,27,-21.2,-30.17
2010,7,28,-16.67,-21.08
